Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
65	Spectrogram 1	1	1738.904877975	1739.576877975	1500	6500	NA
66	Spectrogram 1	1	1732.544629528	1733.216629528	1500	6500	NA
67	Spectrogram 1	1	1745.109846802	1745.781846802	1500	6500	NA
68	Spectrogram 1	1	1746.389349907	1747.061349907	1500	6500	NA
69	Spectrogram 1	1	1746.917300218	1747.589300218	1500	6500	NA
70	Spectrogram 1	1	1751.637796995	1752.309796995	1500	6500	NA
71	Spectrogram 1	1	1756.917299983	1757.589299983	1500	6500	NA
72	Spectrogram 1	1	1761.184380728	1761.856380728	1500	6500	NA
73	Spectrogram 1	1	1762.184380728	1762.856380728	1500	6500	NA
74	Spectrogram 1	1	1763.29618197	1763.96818197	1500	6500	NA
75	Spectrogram 1	1	1772.016678629	1772.688678629	1500	6500	NA
76	Spectrogram 1	1	1773.5259954	1774.1979954	1500	6500	NA
77	Spectrogram 1	1	1777.575684841	1778.247684841	1500	6500	NA
78	Spectrogram 1	1	1777.209225213	1777.881225213	1500	6500	NA
79	Spectrogram 1	1	1778.581896021	1779.253896021	1500	6500	NA
80	Spectrogram 1	1	1778.898666207	1779.570666207	1500	6500	NA
81	Spectrogram 1	1	1787.581895065	1788.253895065	1500	6500	NA
82	Spectrogram 1	1	1787.128478916	1787.800478916	1500	6500	NA
83	Spectrogram 1	1	1788.085000655	1788.757000655	1500	6500	NA
