Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
42	Spectrogram 1	1	957.296243099	957.968243099	1500	6500	NA
43	Spectrogram 1	1	961.054007074	961.726007074	1500	6500	NA
44	Spectrogram 1	1	967.594379427	968.266379427	1500	6500	NA
45	Spectrogram 1	1	970.451522284	971.123522284	1500	6500	NA
46	Spectrogram 1	1	1125.406698942	1126.078698942	1500	6500	NA
47	Spectrogram 1	1	1126.704835588	1127.376835588	1500	6500	NA
48	Spectrogram 1	1	1132.065084035	1132.737084035	1500	6500	NA
49	Spectrogram 1	1	1133.847692412	1134.519692412	1500	6500	NA
50	Spectrogram 1	1	1135.301108561	1135.973108561	1500	6500	NA
51	Spectrogram 1	1	1138.74831353	1139.42031353	1500	6500	NA
52	Spectrogram 1	1	1137.499866325	1138.171866325	1500	6500	NA
53	Spectrogram 1	1	1141.810425013	1142.482425013	1500	6500	NA
54	Spectrogram 1	1	1144.872536814	1145.544536814	1500	6500	NA
55	Spectrogram 1	1	1147.518499547	1148.190499547	1500	6500	NA
56	Spectrogram 1	1	1148.990549236	1149.662549236	1500	6500	NA
57	Spectrogram 1	1	1151.158250781	1151.830250781	1500	6500	NA
58	Spectrogram 1	1	1152.263840843	1152.935840843	1500	6500	NA
59	Spectrogram 1	1	1154.59924457	1155.27124457	1500	6500	NA
60	Spectrogram 1	1	1156.257629663	1156.929629663	1500	6500	NA
61	Spectrogram 1	1	1157.139617241	1157.811617241	1500	6500	NA
62	Spectrogram 1	1	1158.437753568	1159.109753568	1500	6500	NA
63	Spectrogram 1	1	1159.642722512	1160.314722512	1500	6500	NA
64	Spectrogram 1	1	1161.450175928	1162.122175928	1500	6500	NA
65	Spectrogram 1	1	1163.984337419	1164.656337419	1500	6500	NA
66	Spectrogram 1	1	1164.207939904	1164.879939904	1500	6500	NA
67	Spectrogram 1	1	1164.928436798	1165.600436798	1500	6500	NA
68	Spectrogram 1	1	1165.263840525	1165.935840525	1500	6500	NA
69	Spectrogram 1	1	1165.667567233	1166.339567233	1500	6500	NA
70	Spectrogram 1	1	1166.027815361	1166.699815361	1500	6500	NA
71	Spectrogram 1	1	1166.226573125	1166.898573125	1500	6500	NA
72	Spectrogram 1	1	1167.46259797	1168.13459797	1500	6500	NA
73	Spectrogram 1	1	1168.034026542	1168.706026542	1500	6500	NA
74	Spectrogram 1	1	1169.350796728	1170.022796728	1500	6500	NA
75	Spectrogram 1	1	1169.679989274	1170.351989274	1500	6500	NA
76	Spectrogram 1	1	1170.406697349	1171.078697349	1500	6500	NA
77	Spectrogram 1	1	1175.804212558	1176.476212558	1500	6500	NA
78	Spectrogram 1	1	1176.288684608	1176.960684608	1500	6500	NA
79	Spectrogram 1	1	1176.617877155	1177.289877155	1500	6500	NA
80	Spectrogram 1	1	1177.499864732	1178.171864732	1500	6500	NA
81	Spectrogram 1	1	1177.176883366	1177.848883366	1500	6500	NA
82	Spectrogram 1	1	1177.971914422	1178.643914422	1500	6500	NA
83	Spectrogram 1	1	1179.679988956	1180.351988956	1500	6500	NA
84	Spectrogram 1	1	1181.717255718	1182.389255718	1500	6500	NA
86	Spectrogram 1	1	1184.971914103	1185.643914103	1500	6500	NA
87	Spectrogram 1	1	1187.537131495	1188.209131495	1500	6500	NA
88	Spectrogram 1	1	1189.555765035	1190.227765035	1500	6500	NA
89	Spectrogram 1	1	1191.21414981	1191.88614981	1500	6500	NA
90	Spectrogram 1	1	1191.555764716	1192.227764716	1500	6500	NA
91	Spectrogram 1	1	1190.884957263	1191.556957263	1500	6500	NA
92	Spectrogram 1	1	1192.21414981	1192.88614981	1500	6500	NA
93	Spectrogram 1	1	1193.475019375	1194.147019375	1500	6500	NA
94	Spectrogram 1	1	1193.909801983	1194.581801983	1500	6500	NA
95	Spectrogram 1	1	1194.934646704	1195.606646704	1500	6500	NA
96	Spectrogram 1	1	1195.75452248	1196.42652248	1500	6500	NA
97	Spectrogram 1	1	1197.276261611	1197.948261611	1500	6500	NA
98	Spectrogram 1	1	1198.400484895	1199.072484895	1500	6500	NA
99	Spectrogram 1	1	1198.729677441	1199.401677441	1500	6500	NA
100	Spectrogram 1	1	1199.66135446	1200.33335446	1500	6500	NA
101	Spectrogram 1	1	1199.816633963	1200.488633963	1500	6500	NA
102	Spectrogram 1	1	1200.878745764	1201.550745764	1500	6500	NA
103	Spectrogram 1	1	1202.450174336	1203.122174336	1500	6500	NA
104	Spectrogram 1	1	1203.108559429	1203.780559429	1500	6500	NA
105	Spectrogram 1	1	1205.704832402	1206.376832402	1500	6500	NA
106	Spectrogram 1	1	1206.686198862	1207.358198862	1500	6500	NA
107	Spectrogram 1	1	1208.642720601	1209.314720601	1500	6500	NA
108	Spectrogram 1	1	1211.338372775	1212.010372775	1500	6500	NA
109	Spectrogram 1	1	1212.530919359	1213.202919359	1500	6500	NA
110	Spectrogram 1	1	1213.040236129	1213.712236129	1500	6500	NA
111	Spectrogram 1	1	1214.052658171	1214.724658171	1500	6500	NA
112	Spectrogram 1	1	1217.487440779	1218.159440779	1500	6500	NA
113	Spectrogram 1	1	1218.083714071	1218.755714071	1500	6500	NA
114	Spectrogram 1	1	1219.847689227	1220.519689227	1500	6500	NA
115	Spectrogram 1	1	1220.313527736	1220.985527736	1500	6500	NA
116	Spectrogram 1	1	1221.344583637	1222.016583637	1500	6500	NA
117	Spectrogram 1	1	1227.872533629	1228.544533629	1500	6500	NA
118	Spectrogram 1	1	1228.4439622	1229.1159622	1500	6500	NA
119	Spectrogram 1	1	1229.021601952	1229.693601952	1500	6500	NA
120	Spectrogram 1	1	1230.686197083	1231.358197083	1500	6500	NA
121	Spectrogram 1	1	1231.431538698	1232.103538698	1500	6500	NA
122	Spectrogram 1	1	1232.03402317	1232.70602317	1500	6500	NA
123	Spectrogram 1	1	1245.629967307	1246.301967307	1500	6500	NA
124	Spectrogram 1	1	1246.79145799	1247.46345799	1500	6500	NA
125	Spectrogram 1	1	1249.424998363	1250.096998363	1500	6500	NA
126	Spectrogram 1	1	1251.356675382	1252.028675382	1500	6500	NA
127	Spectrogram 1	1	1251.692079108	1252.364079108	1500	6500	NA
128	Spectrogram 1	1	1255.524376926	1256.196376926	1500	6500	NA
129	Spectrogram 1	1	1258.039904877	1258.711904877	1500	6500	NA
130	Spectrogram 1	1	1261.263507361	1261.935507361	1500	6500	NA
131	Spectrogram 1	1	1267.356673921	1268.028673921	1500	6500	NA
132	Spectrogram 1	1	1271.505741925	1272.177741925	1500	6500	NA
133	Spectrogram 1	1	1272.350462422	1273.022462422	1500	6500	NA
134	Spectrogram 1	1	1272.841145652	1273.513145652	1500	6500	NA
135	Spectrogram 1	1	1273.412574223	1274.084574223	1500	6500	NA
136	Spectrogram 1	1	1274.443630124	1275.115630124	1500	6500	NA
137	Spectrogram 1	1	1275.070959317	1275.742959317	1500	6500	NA
138	Spectrogram 1	1	1276.449841304	1277.121841304	1500	6500	NA
139	Spectrogram 1	1	1276.946735714	1277.618735714	1500	6500	NA
140	Spectrogram 1	1	1277.300772981	1277.972772981	1500	6500	NA
141	Spectrogram 1	1	1277.543009006	1278.215009006	1500	6500	NA
142	Spectrogram 1	1	1278.288350302	1278.960350302	1500	6500	NA
143	Spectrogram 1	1	1278.480896886	1279.152896886	1500	6500	NA
144	Spectrogram 1	1	1278.915679495	1279.587679495	1500	6500	NA
145	Spectrogram 1	1	1279.114437259	1279.786437259	1500	6500	NA
146	Spectrogram 1	1	1279.872201234	1280.544201234	1500	6500	NA
147	Spectrogram 1	1	1280.207604961	1280.879604961	1500	6500	NA
148	Spectrogram 1	1	1280.598909309	1281.270909309	1500	6500	NA
149	Spectrogram 1	1	1281.195182601	1281.867182601	1500	6500	NA
150	Spectrogram 1	1	1281.754188812	1282.426188812	1500	6500	NA
151	Spectrogram 1	1	1281.841145334	1282.513145334	1500	6500	NA
152	Spectrogram 1	1	1283.275927942	1283.947927942	1500	6500	NA
153	Spectrogram 1	1	1284.592698129	1285.264698129	1500	6500	NA
154	Spectrogram 1	1	1285.263505582	1285.935505582	1500	6500	NA
155	Spectrogram 1	1	1285.878412096	1286.550412096	1500	6500	NA
156	Spectrogram 1	1	1286.760399673	1287.432399673	1500	6500	NA
157	Spectrogram 1	1	1294.120647802	1294.792647802	1500	6500	NA
158	Spectrogram 1	1	1295.567852771	1296.239852771	1500	6500	NA
159	Spectrogram 1	1	1296.176548423	1296.848548423	1500	6500	NA
160	Spectrogram 1	1	1299.362883827	1300.034883827	1500	6500	NA
161	Spectrogram 1	1	1300.9964242	1301.6684242	1500	6500	NA
162	Spectrogram 1	1	1304.288349347	1304.960349347	1500	6500	NA
163	Spectrogram 1	1	1301.990212701	1302.662212701	1500	6500	NA
164	Spectrogram 1	1	1306.511951831	1307.183951831	1500	6500	NA
165	Spectrogram 1	1	1307.93431208	1308.60631208	1500	6500	NA
166	Spectrogram 1	1	1310.077168904	1310.749168904	1500	6500	NA
167	Spectrogram 1	1	1318.611330076	1319.283330076	1500	6500	NA
168	Spectrogram 1	1	1325.797665162	1326.469665162	1500	6500	NA
169	Spectrogram 1	1	1326.412571994	1327.084571994	1500	6500	NA
170	Spectrogram 1	1	1329.511950876	1330.183950876	1500	6500	NA
171	Spectrogram 1	1	1331.72934218	1332.40134218	1500	6500	NA
172	Spectrogram 1	1	1334.946733166	1335.618733166	1500	6500	NA
173	Spectrogram 1	1	1358.729671949	1359.401671949	1500	6500	NA
174	Spectrogram 1	1	1360.344578782	1361.016578782	1500	6500	NA
175	Spectrogram 1	1	1365.599236848	1366.271236848	1500	6500	NA
176	Spectrogram 1	1	1368.909795536	1369.581795536	1500	6500	NA
177	Spectrogram 1	1	1393.073418405	1393.745418405	1500	6500	NA
178	Spectrogram 1	1	1391.607579404	1392.279579404	1500	6500	NA
179	Spectrogram 1	1	1393.781492447	1394.453492447	1500	6500	NA
180	Spectrogram 1	1	1397.352921019	1398.024921019	1500	6500	NA
181	Spectrogram 1	1	1399.154163255	1399.826163255	1500	6500	NA
182	Spectrogram 1	1	1399.719380646	1400.391380646	1500	6500	NA
183	Spectrogram 1	1	1401.756647408	1402.428647408	1500	6500	NA
184	Spectrogram 1	1	1402.321864799	1402.993864799	1500	6500	NA
185	Spectrogram 1	1	1403.415032501	1404.087032501	1500	6500	NA
186	Spectrogram 1	1	1404.098262315	1404.770262315	1500	6500	NA
187	Spectrogram 1	1	1404.682113247	1405.354113247	1500	6500	NA
188	Spectrogram 1	1	1409.371553922	1410.043553922	1500	6500	NA
189	Spectrogram 1	1	1410.048572555	1410.720572555	1500	6500	NA
190	Spectrogram 1	1	1416.2162741	1416.8882741	1500	6500	NA
191	Spectrogram 1	1	1416.918137454	1417.590137454	1500	6500	NA
192	Spectrogram 1	1	1622.081066943	1622.753066943	1500	6500	NA
193	Spectrogram 1	1	1622.975476881	1623.647476881	1500	6500	NA
194	Spectrogram 1	1	1623.801563838	1624.473563838	1500	6500	NA
195	Spectrogram 1	1	1624.236346446	1624.908346446	1500	6500	NA
196	Spectrogram 1	1	1624.851253279	1625.523253279	1500	6500	NA
197	Spectrogram 1	1	1625.621439295	1626.293439295	1500	6500	NA
198	Spectrogram 1	1	1631.168023146	1631.840023146	1500	6500	NA
199	Spectrogram 1	1	1634.416470033	1635.088470033	1500	6500	NA
200	Spectrogram 1	1	1647.240526612	1647.912526612	1500	6500	NA
201	Spectrogram 1	1	1648.290216053	1648.962216053	1500	6500	NA
202	Spectrogram 1	1	1659.172203312	1659.844203312	1500	6500	NA
203	Spectrogram 1	1	1658.675308902	1659.347308902	1500	6500	NA
204	Spectrogram 1	1	1659.855433125	1660.527433125	1500	6500	NA
205	Spectrogram 1	1	1660.669097722	1661.341097722	1500	6500	NA
206	Spectrogram 1	1	1672.511184492	1673.183184492	1500	6500	NA
207	Spectrogram 1	1	1677.39938325	1678.07138325	1500	6500	NA
208	Spectrogram 1	1	1680.200625486	1680.872625486	1500	6500	NA
209	Spectrogram 1	1	1727.884843881	1728.556843881	1500	6500	NA
210	Spectrogram 1	1	1728.443850092	1729.115850092	1500	6500	NA
211	Spectrogram 1	1	1730.387949471	1731.059949471	1500	6500	NA
212	Spectrogram 1	1	1733.325837351	1733.997837351	1500	6500	NA
213	Spectrogram 1	1	1733.692296979	1734.364296979	1500	6500	NA
214	Spectrogram 1	1	1743.027700387	1743.699700387	1500	6500	NA
215	Spectrogram 1	1	1750.443848313	1751.115848313	1500	6500	NA
216	Spectrogram 1	1	1751.661239617	1752.333239617	1500	6500	NA
217	Spectrogram 1	1	1752.251301729	1752.923301729	1500	6500	NA
218	Spectrogram 1	1	1750.071177506	1750.743177506	1500	6500	NA
219	Spectrogram 1	1	1754.741984959	1755.413984959	1500	6500	NA
220	Spectrogram 1	1	1755.31962471	1755.99162471	1500	6500	NA
221	Spectrogram 1	1	1755.611550176	1756.283550176	1500	6500	NA
222	Spectrogram 1	1	1751.002854524	1751.674854524	1500	6500	NA
223	Spectrogram 1	1	1755.052543965	1755.724543965	1500	6500	NA
224	Spectrogram 1	1	1757.263723771	1757.935723771	1500	6500	NA
225	Spectrogram 1	1	1757.648816939	1758.320816939	1500	6500	NA
