Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
62	Spectrogram 1	1	1528.414352638	1529.086352638	1500	6500	NA
63	Spectrogram 1	1	1528.849135247	1529.521135247	1500	6500	NA
64	Spectrogram 1	1	1528.985781209	1529.657781209	1500	6500	NA
65	Spectrogram 1	1	1529.184538973	1529.856538973	1500	6500	NA
66	Spectrogram 1	1	1530.470253259	1531.142253259	1500	6500	NA
67	Spectrogram 1	1	1531.476464439	1532.148464439	1500	6500	NA
68	Spectrogram 1	1	1531.855346427	1532.527346427	1500	6500	NA
69	Spectrogram 1	1	1532.078948911	1532.750948911	1500	6500	NA
70	Spectrogram 1	1	1532.482675619	1533.154675619	1500	6500	NA
71	Spectrogram 1	1	1527.432986178	1528.104986178	1500	6500	NA
72	Spectrogram 1	1	1532.818079028	1533.490079028	1500	6500	NA
73	Spectrogram 1	1	1533.221805736	1533.893805736	1500	6500	NA
74	Spectrogram 1	1	1533.873979649	1534.545979649	1500	6500	NA
75	Spectrogram 1	1	1534.097582133	1534.769582133	1500	6500	NA
76	Spectrogram 1	1	1534.401929959	1535.073929959	1500	6500	NA
77	Spectrogram 1	1	1535.041681512	1535.713681512	1500	6500	NA
78	Spectrogram 1	1	1535.352240518	1536.024240518	1500	6500	NA
79	Spectrogram 1	1	1535.755967226	1536.427967226	1500	6500	NA
80	Spectrogram 1	1	1536.103793313	1536.775793313	1500	6500	NA
81	Spectrogram 1	1	1536.43919704	1537.11119704	1500	6500	NA
82	Spectrogram 1	1	1536.675221885	1537.347221885	1500	6500	NA
83	Spectrogram 1	1	1537.43919704	1538.11119704	1500	6500	NA
84	Spectrogram 1	1	1538.097582133	1538.769582133	1500	6500	NA
85	Spectrogram 1	1	1538.339818158	1539.011818158	1500	6500	NA
86	Spectrogram 1	1	1538.849134928	1539.521134928	1500	6500	NA
87	Spectrogram 1	1	1539.364662878	1540.036662878	1500	6500	NA
88	Spectrogram 1	1	1539.582054183	1540.254054183	1500	6500	NA
89	Spectrogram 1	1	1540.346029338	1541.018029338	1500	6500	NA
90	Spectrogram 1	1	1540.662799206	1541.334799206	1500	6500	NA
91	Spectrogram 1	1	1541.041681194	1541.713681194	1500	6500	NA
92	Spectrogram 1	1	1541.755966908	1542.427966908	1500	6500	NA
93	Spectrogram 1	1	1542.339817839	1543.011817839	1500	6500	NA
94	Spectrogram 1	1	1543.936091131	1544.608091131	1500	6500	NA
95	Spectrogram 1	1	1544.054103554	1544.726103554	1500	6500	NA
96	Spectrogram 1	1	1545.37708492	1546.04908492	1500	6500	NA
97	Spectrogram 1	1	1546.37708492	1547.04908492	1500	6500	NA
98	Spectrogram 1	1	1547.178327156	1547.850327156	1500	6500	NA
99	Spectrogram 1	1	1547.998202933	1548.670202933	1500	6500	NA
100	Spectrogram 1	1	1548.755966589	1549.427966589	1500	6500	NA
101	Spectrogram 1	1	1549.078947956	1549.750947956	1500	6500	NA
102	Spectrogram 1	1	1549.594475906	1550.266475906	1500	6500	NA
103	Spectrogram 1	1	1554.364662241	1555.036662241	1500	6500	NA
104	Spectrogram 1	1	1557.749754267	1558.421754267	1500	6500	NA
105	Spectrogram 1	1	1558.799443708	1559.471443708	1500	6500	NA
106	Spectrogram 1	1	1560.40813936	1561.08013936	1500	6500	NA
107	Spectrogram 1	1	1561.687642466	1562.359642466	1500	6500	NA
108	Spectrogram 1	1	1564.228014818	1564.900014818	1500	6500	NA
109	Spectrogram 1	1	1564.650375066	1565.322375066	1500	6500	NA
110	Spectrogram 1	1	1567.606896805	1568.278896805	1500	6500	NA
111	Spectrogram 1	1	1568.519940284	1569.191940284	1500	6500	NA
112	Spectrogram 1	1	1569.457828483	1570.129828483	1500	6500	NA
113	Spectrogram 1	1	1570.917455812	1571.589455812	1500	6500	NA
114	Spectrogram 1	1	1573.793231067	1574.465231067	1500	6500	NA
115	Spectrogram 1	1	1574.085156533	1574.757156533	1500	6500	NA
116	Spectrogram 1	1	1574.731119266	1575.403119266	1500	6500	NA
117	Spectrogram 1	1	1577.016833551	1577.688833551	1500	6500	NA
118	Spectrogram 1	1	1577.917454669	1578.589454669	1500	6500	NA
119	Spectrogram 1	1	1578.259069576	1578.931069576	1500	6500	NA
120	Spectrogram 1	1	1579.495094421	1580.167094421	1500	6500	NA
121	Spectrogram 1	1	1586.265280438	1586.937280438	1500	6500	NA
122	Spectrogram 1	1	1594.644162107	1595.316162107	1500	6500	NA
123	Spectrogram 1	1	1606.934831744	1607.606831744	1500	6500	NA
124	Spectrogram 1	1	1607.512471496	1608.184471496	1500	6500	NA
125	Spectrogram 1	1	1608.158434229	1608.830434229	1500	6500	NA
126	Spectrogram 1	1	1609.468993235	1610.140993235	1500	6500	NA
127	Spectrogram 1	1	1609.996943546	1610.668943546	1500	6500	NA
128	Spectrogram 1	1	1611.636695099	1612.308695099	1500	6500	NA
129	Spectrogram 1	1	1616.63669478	1617.30869478	1500	6500	NA
130	Spectrogram 1	1	1617.183278631	1617.855278631	1500	6500	NA
131	Spectrogram 1	1	1617.872719625	1618.544719625	1500	6500	NA
132	Spectrogram 1	1	1624.102532971	1624.774532971	1500	6500	NA
133	Spectrogram 1	1	1627.158433592	1627.830433592	1500	6500	NA
134	Spectrogram 1	1	1629.127377691	1629.799377691	1500	6500	NA
135	Spectrogram 1	1	1625.667750362	1626.339750362	1500	6500	NA
136	Spectrogram 1	1	1628.158433592	1628.830433592	1500	6500	NA
137	Spectrogram 1	1	1635.419302839	1636.091302839	1500	6500	NA
138	Spectrogram 1	1	1637.295079236	1637.967079236	1500	6500	NA
139	Spectrogram 1	1	1639.89135221	1640.56335221	1500	6500	NA
140	Spectrogram 1	1	1643.667749725	1644.339749725	1500	6500	NA
141	Spectrogram 1	1	1654.699230653	1655.371230653	1500	6500	NA
142	Spectrogram 1	1	1657.475628169	1658.147628169	1500	6500	NA
143	Spectrogram 1	1	1661.413516368	1662.085516368	1500	6500	NA
144	Spectrogram 1	1	1677.793481126	1678.465481126	1500	6500	NA
145	Spectrogram 1	1	1688.219517375	1688.891517375	1500	6500	NA
146	Spectrogram 1	1	1692.058026374	1692.730026374	1500	6500	NA
147	Spectrogram 1	1	1692.3934301	1693.0654301	1500	6500	NA
148	Spectrogram 1	1	1693.977281032	1694.649281032	1500	6500	NA
149	Spectrogram 1	1	1696.759889728	1697.431889728	1500	6500	NA
