Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
27	Spectrogram 1	1	751.634408966	752.306408966	1500	6500	0	0	-78.18	NA
28	Spectrogram 1	1	752.537588157	753.209588157	1500	6500	0	0	-67.33	NA
29	Spectrogram 1	1	754.329495671	755.001495671	1500	6500	0	0	-73.89	NA
30	Spectrogram 1	1	755.991345382	756.663345382	1500	6500	0	0	-76.99	NA
31	Spectrogram 1	1	761.95955308	762.63155308	1500	6500	0	0	-77.46	NA
32	Spectrogram 1	1	763.585275623	764.257275623	1500	6500	0	0	-78.33	NA
33	Spectrogram 1	1	795.227146865	795.899146865	1500	6500	0	0	-85.05	NA
34	Spectrogram 1	1	825.122854362	825.794854362	1500	6500	0	0	-92.41	NA
35	Spectrogram 1	1	826.502912165	827.174912165	1500	6500	0	0	-88.45	NA
36	Spectrogram 1	1	826.893085576	827.565085576	1500	6500	0	0	-85.42	NA
37	Spectrogram 1	1	827.658981529	828.330981529	1500	6500	0	0	-79.54	NA
38	Spectrogram 1	1	829.024588466	829.696588466	1500	6500	0	0	-83.22	NA
39	Spectrogram 1	1	829.335282107	830.007282107	1500	6500	0	0	-73.12	NA
40	Spectrogram 1	1	830.903201183	831.575201183	1500	6500	0	0	-70.65	NA
41	Spectrogram 1	1	825.737016211	826.409016211	1500	6500	0	0	-85.62	NA
42	Spectrogram 1	1	888.719426201	889.391426201	1500	6500	0	0	-83.58	NA
43	Spectrogram 1	1	892.888501346	893.560501346	1500	6500	0	0	-75.28	NA
44	Spectrogram 1	1	893.92173834	894.59373834	1500	6500	0	0	-88.59	NA
45	Spectrogram 1	1	932.912664023	933.584664023	1500	6500	0	0	-72.64	NA
46	Spectrogram 1	1	933.859195815	934.531195815	1500	6500	0	0	-77.95	NA
47	Spectrogram 1	1	933.642432809	934.314432809	1500	6500	0	0	-83.25	NA
48	Spectrogram 1	1	934.93578541	935.60778541	1500	6500	0	0	-86.29	NA
49	Spectrogram 1	1	985.396319443	986.068319443	1500	6500	0	0	-87.84	NA
50	Spectrogram 1	1	985.728689385	986.400689385	1500	6500	0	0	-66.16	NA
51	Spectrogram 1	1	986.53793794	987.20993794	1500	6500	0	0	-77.08	NA
52	Spectrogram 1	1	987.058169154	987.730169154	1500	6500	0	0	-66.44	NA
53	Spectrogram 1	1	987.845741409	988.517741409	1500	6500	0	0	-77.91	NA
54	Spectrogram 1	1	1054.689966391	1055.361966391	1500	6500	0	0	-77.88	NA
55	Spectrogram 1	1	1060.463087383	1061.135087383	1500	6500	0	0	-81.17	NA
56	Spectrogram 1	1	1058.295457326	1058.967457326	1500	6500	0	0	-75.43	NA
57	Spectrogram 1	1	1064.075804146	1064.747804146	1500	6500	0	0	-67.03	NA
58	Spectrogram 1	1	1067.666844214	1068.338844214	1500	6500	0	0	-78.75	NA
59	Spectrogram 1	1	1068.938520514	1069.610520514	1500	6500	0	0	-74.71	NA
60	Spectrogram 1	1	1066.640832653	1067.312832653	1500	6500	0	0	-76.62	NA
61	Spectrogram 1	1	1336.25315251	1336.92515251	1500	6500	0	0	-75.29	NA
62	Spectrogram 1	1	1337.777718984	1338.449718984	1500	6500	0	0	-85.13	NA
63	Spectrogram 1	1	1339.071071585	1339.743071585	1500	6500	0	0	-79.52	NA
64	Spectrogram 1	1	1341.332632278	1342.004632278	1500	6500	0	0	-75.39	NA
65	Spectrogram 1	1	1342.698239215	1343.370239215	1500	6500	0	0	-76.54	NA
66	Spectrogram 1	1	1341.954019562	1342.626019562	1500	6500	0	0	-96.2	NA
67	Spectrogram 1	1	1344.237256161	1344.909256161	1500	6500	0	0	-73.06	NA
68	Spectrogram 1	1	1344.576851536	1345.248851536	1500	6500	0	0	-79.73	NA
69	Spectrogram 1	1	1351.549394889	1352.221394889	1500	6500	0	0	-77.72	NA
70	Spectrogram 1	1	1353.0161575	1353.6881575	1500	6500	0	0	-71.83	NA
71	Spectrogram 1	1	1354.714134378	1355.386134378	1500	6500	0	0	-74.56	NA
72	Spectrogram 1	1	1352.481475419	1353.153475419	1500	6500	0	0	-78.89	NA
73	Spectrogram 1	1	1356.303729754	1356.975729754	1500	6500	0	0	-80.11	NA
74	Spectrogram 1	1	1361.730029937	1362.402029937	1500	6500	0	0	-76.37	NA
75	Spectrogram 1	1	1363.955463463	1364.627463463	1500	6500	0	0	-82.33	NA
76	Spectrogram 1	1	1448.428493356	1449.100493356	1500	6500	0	0	-79.86	NA
77	Spectrogram 1	1	1449.46173035	1450.13373035	1500	6500	0	0	-58.9	NA
78	Spectrogram 1	1	1450.603348847	1451.275348847	1500	6500	0	0	-72.61	NA
79	Spectrogram 1	1	1452.070111853	1452.742111853	1500	6500	0	0	-71.3	NA
80	Spectrogram 1	1	1454.454504522	1455.126504522	1500	6500	0	0	-64.84	NA
81	Spectrogram 1	1	1461.867798085	1462.539798085	1500	6500	0	0	-75.42	NA
82	Spectrogram 1	1	1462.915485947	1463.587485947	1500	6500	0	0	-89.63	NA
83	Spectrogram 1	1	1530.918934069	1531.590934069	1500	6500	0	0	-73.19	NA
84	Spectrogram 1	1	1532.47962771	1533.15162771	1500	6500	0	0	-71.32	NA
85	Spectrogram 1	1	1539.04754639	1539.71954639	1500	6500	0	0	-79.22	NA
86	Spectrogram 1	1	1541.121245812	1541.793245812	1500	6500	0	0	-60.82	NA
87	Spectrogram 1	1	1544.083673558	1544.755673558	1500	6500	0	0	-66.73	NA
88	Spectrogram 1	1	1545.817777604	1546.489777604	1500	6500	0	0	-80.2	NA
89	Spectrogram 1	1	1547.197835012	1547.869835012	1500	6500	0	0	-87.31	NA
90	Spectrogram 1	1	1550.926158712	1551.598158712	1500	6500	0	0	-80.04	NA
91	Spectrogram 1	1	1548.563441949	1549.235441949	1500	6500	0	0	-84.18	NA
92	Spectrogram 1	1	1552.08945351	1552.76145351	1500	6500	0	0	-95.29	NA
93	Spectrogram 1	1	1686.578133092	1687.250133092	1500	6500	0	0	-77.91	NA
94	Spectrogram 1	1	1689.583913439	1690.255913439	1500	6500	0	0	-66.96	NA
95	Spectrogram 1	1	1690.841138873	1691.513138873	1500	6500	0	0	-71.87	NA
96	Spectrogram 1	1	1690.053566618	1690.725566618	1500	6500	0	0	-80.83	NA
97	Spectrogram 1	1	1690.255878757	1690.927878757	1500	6500	0	0	-70.94	NA
98	Spectrogram 1	1	1691.881601301	1692.553601301	1500	6500	0	0	-86.33	NA
99	Spectrogram 1	1	1694.829578179	1695.501578179	1500	6500	0	0	-75.14	NA
100	Spectrogram 1	1	1736.058406384	1736.730406384	1500	6500	0	0	-81.3	NA
101	Spectrogram 1	1	1737.460140488	1738.132140488	1500	6500	0	0	-72.3	NA
102	Spectrogram 1	1	1738.601758985	1739.273758985	1500	6500	0	0	-88.36	NA
103	Spectrogram 1	1	1744.656671884	1745.328671884	1500	6500	0	0	-70.37	NA
104	Spectrogram 1	1	1750.104648368	1750.776648368	1500	6500	0	0	-63.09	NA
105	Spectrogram 1	1	1751.000602125	1751.672602125	1500	6500	0	0	-73.66	NA
106	Spectrogram 1	1	1752.727480738	1753.399480738	1500	6500	0	0	-67.63	NA
107	Spectrogram 1	1	1753.363318888	1754.035318888	1500	6500	0	0	-99.69	NA
108	Spectrogram 1	1	1754.020833339	1754.692833339	1500	6500	0	0	-90.44	NA
109	Spectrogram 1	1	1754.526613686	1755.198613686	1500	6500	0	0	-83.86	NA
110	Spectrogram 1	1	1755.198579004	1755.870579004	1500	6500	0	0	-84.68	NA
111	Spectrogram 1	1	1764.858981999	1765.530981999	1500	6500	0	0	-64.6	NA
112	Spectrogram 1	1	1766.043953097	1766.715953097	1500	6500	0	0	-82.95	NA
113	Spectrogram 1	1	1767.120542693	1767.792542693	1500	6500	0	0	-82.7	NA
114	Spectrogram 1	1	1768.500600496	1769.172600496	1500	6500	0	0	-78.05	NA
115	Spectrogram 1	1	1769.858981999	1770.530981999	1500	6500	0	0	-66.03	NA
116	Spectrogram 1	1	1772.539617837	1773.211617837	1500	6500	0	0	-87.46	NA
117	Spectrogram 1	1	1774.071409349	1774.743409349	1500	6500	0	0	-85.49	NA
118	Spectrogram 1	1	1782.720252885	1783.392252885	1500	6500	0	0	-79.79	NA
119	Spectrogram 1	1	1785.343085255	1786.015085255	1500	6500	0	0	-69.84	NA
